kabupaten,bulan,tahun,alokasi_urea,distribusi_urea,alokasi_organik,distribusi_organik,alokasi_za,distribusi_za,alokasi_NPK,distribusi_NPK,curah_hujan,suhu,luas_panen_padi,produksi_padi_ton,luas_panen_jagung,produksi_jagung_ton,luas_panen_kedelai,produksi_kedelai_ton
Pacitan,Desember,2024,12900,11916.2,0,0.0,0.0,0.0,11750,11105.3,13.35,26.55,2456,12280,781,4412,"2,52","4,14"
Pacitan,Januari,2025,15696,555.0,1296,23.89,0.0,0.0,12552,553.5,12.18,26.27,2492,12783,1095,6298,"3,60","5,80"
Pacitan,Februari,2025,15696,1144.0,0,0.0,0.0,0.0,12552,1117.8,10.16,26.67,2492,12759,1930,11003,"3,67","5,92"
Pacitan,Maret,2025,15696,1650.0,0,0.0,0.0,0.0,12552,1662.3,12.32,26.8,3059,15631,1538,8737,"5,29","8,68"
Pacitan,April,2025,15696,2362.7,1296,162.8,0.0,0.0,12552,2426.3,4.3,26.73,3059,15600,974,5671,"8,40","13,78"
Pacitan,Mei,2025,15696,3240.0,1296,217.97,0.0,0.0,12552,3406.0,13.05,26.27,1926,9803,1153,6641,"17,85","29,27"
Pacitan,Juni,2025,15696,3733.6,1296,245.16,0.0,0.0,12552,3979.2,2.83,26.27,1926,9784,1421,8141,"32,75","53,71"
Pacitan,Juli,2025,14696,4497.2,1296,300.82,0.0,0.0,12552,4856.4,1.66,25.11,1926,9764,1123,6411,"49,30","84,31"
Pacitan,Agustus,2025,14696,5106.3,1296,355.6,0.0,0.0,12552,5609.6,3.75,25.43,1926,9745,1015,5765,"61,76","105,62"
Pacitan,September,2025,11741,6350.3,1296,437.76,0.0,0.0,12552,7059.2,03.09,25.74,3059,15447,1116,6308,"84,67","144,78"
Pacitan,Oktober,2025,11741,7855.3,1296,537.58,0.0,0.0,11552,8773.7,7.67,26.19,3059,15417,992,5596,"51,79","88,55"
Pacitan,November,2025,11741,9871.06,1296,677.07,0.0,0.0,11552,10823.27,14.42,26.16,2492,12534,855,4908,"16,59","27,21"
Pacitan,Desember,2025,11791,11212.09,1296,790.56,0.0,0.0,12187,12152.05,06.01,26.76,2492,12509,836,4721,"1,65","2,66"
Pamekasan,Januari,2023,27059,3742.1,0,0.0,0.0,0.0,18702,2309.3,6.3,26.31,7766,42402,2218,13505,"2,83","4,84"
Pamekasan,Februari,2023,27059,6338.0,0,0.0,0.0,0.0,18702,4393.8,10.19,25.89,7766,42324,4160,25001,"2,95","5,04"
Pamekasan,Maret,2023,27059,8308.3,0,0.0,0.0,0.0,18702,5842.3,8.47,26.24,9531,51848,3092,18767,"4,46","7,76"
Pamekasan,April,2023,27059,9678.1,0,0.0,0.0,0.0,18702,7040.4,8.88,26.65,9531,51753,2150,12963,"7,36","12,81"
Pamekasan,Mei,2023,27059,11249.1,0,0.0,0.0,0.0,18702,8323.4,1.71,27.33,6001,32525,2411,14444,"15,54","27,04"
Pamekasan,Juni,2023,27059,12931.7,0,0.0,0.0,0.0,18702,9648.2,0.16,27.59,6001,32465,3309,19657,"27,14","47,23"
Pamekasan,Juli,2023,27059,14615.5,0,0.0,0.0,0.0,18702,10823.8,0.73,26.9,6001,32405,2614,15475,"38,96","70,55"
Pamekasan,Agustus,2023,27059,16107.4,0,0.0,0.0,0.0,18702,11794.5,0.11,26.91,6001,32345,2360,14206,"48,51","87,83"
Pamekasan,September,2023,27059,18269.1,0,0.0,0.0,0.0,18702,13133.0,0.06,27.38,9531,51276,2718,16144,"69,17","125,23"
Pamekasan,Oktober,2023,27059,20499.0,0,0.0,0.0,0.0,18702,14783.7,0.05,28.75,9531,51181,2135,12766,"44,59","80,74"
Pamekasan,November,2023,27059,22690.7,0,0.0,0.0,0.0,18702,16471.2,2.75,29.31,7766,41625,1904,11175,"14,62","25,44"
Pamekasan,Desember,2023,27059,24479.1,0,0.0,0.0,0.0,18702,17878.2,4.97,28.16,7766,41548,1803,10747,"1,42","2,42"
Pamekasan,Januari,2024,14289,600.4,0,0.0,0.0,0.0,10812,321.7,8.0,26.9,7882,43114,2157,13156,"2,11","3,63"
Pamekasan,Februari,2024,14289,2110.4,0,0.0,0.0,0.0,10812,1175.9,10.23,26.53,7882,43035,3921,23563,"2,21","3,81"
Pamekasan,Maret,2024,14289,3186.8,0,0.0,0.0,0.0,10812,1875.6,8.26,27.01,9673,52814,3039,18477,"3,32","5,81"
Pamekasan,April,2024,24413,3995.9,0,0.0,0.0,0.0,23121,2384.7,7.21,27.47,9673,52621,1989,12016,"5,40","9,45"
Pamekasan,Mei,2024,24413,5342.0,0,0.0,0.0,0.0,23121,3422.3,0.53,28.65,6091,33074,2297,13759,"11,31","19,80"
Pamekasan,Juni,2024,24413,6483.9,0,0.0,0.0,0.0,23121,4594.3,1.83,27.92,6091,33013,3123,18583,"19,88","34,80"
Pamekasan,Juli,2024,24413,7697.6,0,0.0,0.0,0.0,23121,6231.2,0.6,27.06,6091,33013,2620,15537,"28,99","52,78"
Pamekasan,Agustus,2024,24413,8719.2,0,0.0,0.0,0.0,23121,7295.4,0.11,27.3,6091,32891,2164,13025,"36,43","66,33"
Pamekasan,September,2024,24413,11197.8,0,0.0,0.0,0.0,23121,9537.1,0.53,28.3,9673,52137,2578,15311,"51,69","94,11"
Pamekasan,Oktober,2024,24413,14516.0,0,0.0,0.0,0.0,23121,12635.8,0.77,29.28,9673,52040,2079,12431,"32,87","59,84"
Pamekasan,November,2024,24413,17675.7,0,0.0,0.0,0.0,23121,15255.4,9.96,27.63,7882,42405,1740,10530,"10,65","18,65"
Pamekasan,Desember,2024,24413,20914.2,0,0.0,0.0,0.0,23121,16798.6,14.28,26.44,7882,42247,1801,10753,"1,03","1,78"
Pamekasan,Januari,2025,23125,344.0,15885,87.72,0.0,0.0,21429,189.8,13.85,26.01,7998,43909,2363,14415,"1,42","2,40"
Pamekasan,Februari,2025,23125,896.0,0,0.0,0.0,0.0,0,470.1,11.8,26.41,7998,43829,4151,24989,"1,48","2,50"
Pamekasan,Maret,2025,23125,1556.3,0,0.0,0.0,0.0,21429,709.3,9.1,26.67,9816,53693,3172,19284,"2,18","3,76"
Pamekasan,April,2025,23125,2087.3,15885,465.26,0.0,0.0,21429,1060.6,5.77,26.86,9816,53595,2205,13316,"3,52","6,05"
Pamekasan,Mei,2025,23125,2975.8,15885,763.78,0.0,0.0,21429,1837.9,7.95,27.0,6181,33686,2459,14753,"7,39","12,71"
Pamekasan,Juni,2025,23125,3738.0,15885,976.62,0.0,0.0,21429,2580.5,1.85,27.04,6181,33624,3323,19773,"13,18","22,67"
Pamekasan,Juli,2025,23125,4951.6,15885,1175.52,0.0,0.0,21429,3556.6,0.9,26.7,6181,33562,2789,16536,"19,44","34,81"
Pamekasan,Agustus,2025,23125,5434.7,15885,1234.73,0.0,0.0,21429,3921.2,0.96,27.08,6181,33501,2368,14277,"24,38","43,65"
Pamekasan,September,2025,17225,6880.1,15885,1315.35,0.0,0.0,15429,4967.6,01.06,27.82,9816,53104,2746,16339,"34,13","61,12"
Pamekasan,Oktober,2025,17225,10976.9,15885,1537.89,0.0,0.0,13729,7975.3,4.74,27.87,9816,53006,2142,12828,"21,44","38,39"
Pamekasan,November,2025,22859,15968.69,15885,1954.32,0.0,0.0,13729,11369.68,12.59,26.81,7998,43109,1843,11166,"6,95","11,95"
Pamekasan,Desember,2025,22859,19606.13,15885,2582.7,0.0,0.0,14729,14252.3,7.89,26.75,7998,43029,1910,11404,"0,68","1,15"
Pasuruan,Januari,2023,32488,2532.8,0,0.0,0.0,0.0,17654,1085.2,6.3,26.9,4994,28465,2911,17669,"6,17","9,04"
Pasuruan,Februari,2023,32488,5524.9,0,0.0,0.0,0.0,17654,2731.8,13.96,26.24,4994,28415,5033,30197,"6,40","9,38"
Pasuruan,Maret,2023,32488,7853.7,0,0.0,0.0,0.0,17654,4065.6,5.92,26.86,6129,34812,3914,23523,"9,59","14,34"
Pasuruan,April,2023,32488,9862.8,0,0.0,0.0,0.0,17654,5067.7,4.42,27.24,6129,34751,2562,15269,"15,73","23,52"
Pasuruan,Mei,2023,32488,13793.3,0,0.0,0.0,0.0,17654,7062.2,1.71,27.45,3859,21841,2956,17469,"33,23","49,70"
Pasuruan,Juni,2023,32488,15596.5,0,0.0,0.0,0.0,17654,7957.8,0.67,27.92,3859,21803,3566,21252,"58,43","87,38"
Pasuruan,Juli,2023,32488,17678.3,0,0.0,0.0,0.0,17654,9065.9,0.41,27.52,3859,21764,2817,16731,"84,03","131,55"
Pasuruan,Agustus,2023,32488,19571.6,0,0.0,0.0,0.0,17654,10020.0,0.0,27.4,3859,21726,2543,15235,"104,88","164,19"
Pasuruan,September,2023,32488,22258.2,0,0.0,0.0,0.0,17654,11608.8,0.04,27.9,6129,34444,2947,17503,"148,89","233,10"
Pasuruan,Oktober,2023,32488,24626.8,0,0.0,0.0,0.0,17654,12999.7,0.06,29.27,6129,34383,2485,14784,"95,26","149,14"
Pasuruan,November,2023,32488,27363.3,0,0.0,0.0,0.0,17654,14611.9,2.46,29.8,4994,27966,2100,12683,"31,25","46,73"
Pasuruan,Desember,2023,32488,29991.4,0,0.0,0.0,0.0,17654,16332.0,4.45,28.84,4994,27916,2177,12955,"3,04","4,45"
Pasuruan,Januari,2024,17685,398.1,0,0.0,0.0,0.0,10919,217.6,6.96,27.98,5068,28938,2710,16450,"4,59","6,78"
Pasuruan,Februari,2024,17685,2252.2,0,0.0,0.0,0.0,10919,1247.6,7.73,27.54,5068,28887,4812,28874,"4,79","7,07"
Pasuruan,Maret,2024,17685,4130.9,0,0.0,0.0,0.0,10919,2210.3,6.16,27.87,6220,35391,3681,22125,"7,12","10,72"
Pasuruan,April,2024,30230,5461.7,25,0.0,0.0,0.0,23346,2990.0,4.73,28.66,6220,35329,2407,14368,"11,51","17,33"
Pasuruan,Mei,2024,30230,8100.0,25,0.0,0.0,0.0,23346,4628.4,0.27,29.45,3916,22203,2769,16888,"24,11","36,31"
Pasuruan,Juni,2024,30230,10722.8,25,0.0,0.0,0.0,23346,6368.5,0.99,28.41,3916,22164,3416,20392,"42,67","64,24"
Pasuruan,Juli,2024,30230,12609.8,25,0.0,0.0,0.0,23346,7811.2,0.35,27.71,3916,22125,2870,17048,"62,34","98,22"
Pasuruan,Agustus,2024,30230,14430.7,25,0.0,0.0,0.0,23346,9255.1,0.13,27.91,3916,22086,2367,14177,"78,54","123,74"
Pasuruan,September,2024,30230,17129.3,25,0.0,0.0,0.0,23346,11724.6,0.46,28.8,6220,35018,2836,16846,"110,95","174,81"
Pasuruan,Oktober,2024,30930,20242.6,18,0.0,0.0,0.0,20346,14581.6,0.23,29.69,6220,34956,2456,14612,"70,02","110,32"
Pasuruan,November,2024,30930,23666.0,18,0.0,0.0,0.0,20346,17248.9,5.83,29.1,5068,28431,2007,12125,"22,71","34,18"
Pasuruan,Desember,2024,30930,27105.9,17,0.0,0.0,0.0,20346,19264.5,12.39,27.36,5068,28380,2079,12388,"2,21","3,26"
Pasuruan,Januari,2025,32384,1233.6,2865,134.84,0.0,0.0,24966,832.9,9.12,27.15,5143,29469,2940,17847,"3,27","4,72"
Pasuruan,Februari,2025,32384,0.0,0,0.0,0.0,0.0,24966,2385.2,5.66,28.05,5143,29417,5044,30312,"3,39","4,90"
Pasuruan,Maret,2025,32384,4932.1,0,0.0,0.0,0.0,24965,3392.0,5.62,27.93,6312,36041,4040,24282,"4,96","7,32"
Pasuruan,April,2025,32384,6678.4,2865,785.13,0.0,0.0,24966,4772.8,1.41,28.54,6312,35978,2640,15758,"7,94","11,72"
Pasuruan,Mei,2025,32384,9382.1,2865,1022.29,0.0,0.0,24966,6855.0,6.93,27.91,3974,22612,2938,17924,"16,68","24,62"
Pasuruan,Juni,2025,32384,11331.1,2865,1150.9,0.0,0.0,24966,8432.2,01.07,28.02,3974,22572,3598,21479,"29,96","44,21"
Pasuruan,Juli,2025,32384,13621.9,2865,1273.7,0.0,0.0,24966,10332.0,0.45,27.38,3974,22532,3019,17961,"44,26","68,40"
Pasuruan,Agustus,2025,32384,15537.7,2865,1369.11,0.0,0.0,24966,11984.1,01.03,27.67,3974,22492,2564,15384,"55,63","85,98"
Pasuruan,September,2025,32384,18101.0,2865,1416.87,146.0,0.0,24966,14319.8,0.81,28.89,6312,35662,2997,17802,"77,57","119,89"
Pasuruan,Oktober,2025,32384,21103.1,2865,1498.08,146.0,18.03,24966,17214.6,4.95,29.03,6312,35599,2504,14926,"48,35","74,73"
Pasuruan,November,2025,32884,25011.26,2865,1630.11,84.0,35.81,23466,20800.74,11.97,27.62,5143,28955,2234,13517,"15,68","23,13"
Pasuruan,Desember,2025,32884,28325.39,2865,2052.92,95.0,60.05,24113,23673.5,06.08,27.93,5143,28903,2182,13005,"1,55","2,23"
Ponorogo,Januari,2023,28943,2147.7,0,0.0,0.0,0.0,14840,1167.6,6.72,26.53,2618,13665,1769,10116,"24,94","41,55"
Ponorogo,Februari,2023,28943,4932.1,0,0.0,0.0,0.0,14840,2787.4,12.21,25.76,2618,13639,3198,18066,"25,11","41,83"
Ponorogo,Maret,2023,28943,7262.3,0,0.0,0.0,0.0,14840,4209.3,6.33,26.5,3213,16707,2468,14239,"36,69","62,23"
Ponorogo,April,2023,28943,9439.3,0,0.0,0.0,0.0,14840,5442.3,5.22,27.02,3213,16675,1519,8703,"59,92","101,63"
Ponorogo,Mei,2023,28943,13328.5,0,0.0,0.0,0.0,14840,7478.2,3.56,26.88,2023,10479,1747,9873,"129,43","219,50"
Ponorogo,Juni,2023,28943,15172.6,0,0.0,0.0,0.0,14840,8354.1,0.7,27.47,2023,10458,2234,12821,"235,25","398,96"
Ponorogo,Juli,2023,28943,18518.1,0,0.0,0.0,0.0,14840,9952.4,1.3,26.21,2023,10438,1768,10097,"346,14","611,24"
Ponorogo,Agustus,2023,28943,20430.4,0,0.0,0.0,0.0,14840,10796.1,0.01,25.81,2023,10418,1543,8717,"426,96","753,96"
Ponorogo,September,2023,28943,22057.7,0,0.0,0.0,0.0,14840,11535.9,0.0,26.71,3213,16514,1788,9995,"588,11","1038,54"
Ponorogo,Oktober,2023,28943,23750.8,0,0.0,0.0,0.0,14840,12302.0,0.32,28.99,3213,16482,1602,8986,"366,45","647,11"
Ponorogo,November,2023,28943,25764.6,0,0.0,0.0,0.0,14840,13181.0,2.54,29.37,2618,13404,1334,7589,"119,03","201,86"
Ponorogo,Desember,2023,28943,27689.6,0,0.0,0.0,0.0,14840,14075.4,04.09,28.38,2618,13377,1384,7751,"11,81","19,67"
Ponorogo,Januari,2024,18633,1104.6,0,0.0,0.0,0.0,10994,600.3,11.22,27.31,2657,13896,1737,9954,"17,74","29,73"
Ponorogo,Februari,2024,18633,3743.0,0,0.0,0.0,0.0,10994,2179.4,8.95,27.18,2657,13869,3045,17205,"17,96","30,11"
Ponorogo,Maret,2024,18633,5681.6,0,0.0,0.0,0.0,10994,3351.3,5.55,27.53,3261,16989,2313,13345,"26,05","44,43"
Ponorogo,April,2024,31866,7445.9,4784,0.0,0.0,0.0,23501,4372.7,6.49,27.85,3261,16957,1512,8661,"41,91","71,49"
Ponorogo,Mei,2024,31866,10948.4,4784,0.0,0.0,0.0,23501,6503.0,01.04,27.69,2053,10655,1682,9505,"89,77","153,14"
Ponorogo,Juni,2024,31866,14718.1,4784,0.0,0.0,0.0,23501,8732.9,0.7,27.94,2053,10634,2134,12252,"164,26","280,21"
Ponorogo,Juli,2024,31866,17550.8,4784,0.0,0.0,0.0,23501,11837.6,0.75,26.7,2053,10614,1687,9648,"245,42","435,84"
Ponorogo,Agustus,2024,31866,20580.6,4784,0.0,0.0,0.0,23501,15546.1,0.25,26.57,2053,10593,1519,8580,"305,50","542,53"
Ponorogo,September,2024,31866,23616.2,4784,265.29,0.0,0.0,23501,18859.3,2.18,27.64,3261,16794,1711,9579,"418,94","743,98"
Ponorogo,Oktober,2024,32987,26574.3,4784,719.97,0.0,0.0,25673,21759.4,1.76,28.44,3261,16761,1484,8324,"257,43","457,17"
Ponorogo,November,2024,32987,29920.1,4784,1128.54,0.0,0.0,25673,24466.8,12.39,27.44,2657,13630,1270,7226,"82,64","140,98"
Ponorogo,Desember,2024,33187,32236.6,4784,1433.91,0.0,0.0,25673,25553.2,9.87,26.66,2657,13603,1318,7380,"8,22","13,77"
Ponorogo,Januari,2025,30466,2198.8,4517,458.96,0.0,0.0,22348,1818.8,11.06,26.15,2696,14154,1790,10256,"12,14","19,98"
Ponorogo,Februari,2025,30466,5890.2,0,0.0,0.0,0.0,22348,5097.1,9.57,26.44,2696,14127,3218,18216,"12,22","20,11"
Ponorogo,Maret,2025,30466,8247.8,0,0.0,0.0,0.0,22348,7101.0,7.68,26.53,3309,17306,2553,14758,"17,46","29,27"
Ponorogo,April,2025,30466,10304.3,4517,2425.04,0.0,0.0,22401,8938.6,3.74,26.79,3309,17272,1572,9024,"27,80","46,59"
Ponorogo,Mei,2025,30466,13763.3,4517,2933.93,0.0,0.0,22401,11746.1,8.63,26.28,2083,10852,1798,10175,"59,75","100,14"
Ponorogo,Juni,2025,30466,16928.1,4517,3464.51,0.0,0.0,22401,14115.0,2.51,26.41,2083,10831,2264,13016,"110,97","185,97"
Ponorogo,Juli,2025,35782,19883.0,10901,3804.27,0.0,0.0,25585,16372.4,0.16,25.98,2083,10810,1792,10249,"167,59","292,59"
Ponorogo,Agustus,2025,35782,22190.7,10901,4089.21,0.0,0.0,25585,18211.3,2.48,26.42,2083,10789,1658,9385,"208,20","363,49"
Ponorogo,September,2025,35782,24868.4,10901,4661.87,60.0,0.0,26585,20504.9,1.92,26.92,3309,17107,1766,10205,"281,88","492,14"
Ponorogo,Oktober,2025,35782,27579.8,10901,5536.11,60.0,0.0,26885,22678.7,6.31,27.42,3309,17074,1624,9112,"171,02","298,58"
Ponorogo,November,2025,35122,30822.8,10901,6635.22,6.0,5.0,28785,25580.7,10.33,26.57,2696,13884,1342,7649,"54,88","91,97"
Ponorogo,Desember,2025,35122,33706.34,10901,7976.45,5.22,5.0,29885,29313.38,5.89,27.16,2696,13857,1393,7814,"5,53","9,10"
Probolinggo,Januari,2023,31011,4492.9,0,0.0,0.0,0.0,23394,1583.9,6.27,26.87,4796,26761,3651,22816,"2,38","3,57"
Probolinggo,Februari,2023,31011,7446.9,0,0.0,0.0,0.0,23394,3535.9,11.12,25.94,4796,26713,6531,41667,"2,49","3,72"
Probolinggo,Maret,2023,31011,10117.0,0,0.0,0.0,0.0,23394,5416.5,7.68,26.73,5886,32726,5245,32782,"3,77","5,76"
Probolinggo,April,2023,31011,11342.1,0,0.0,0.0,0.0,23394,6132.4,6.72,27.27,5886,32667,3433,21319,"6,25","9,54"
Probolinggo,Mei,2023,31011,13682.4,0,0.0,0.0,0.0,23394,7521.9,1.45,27.98,3706,20531,4014,25126,"13,20","20,17"
Probolinggo,Juni,2023,31011,15634.5,0,0.0,0.0,0.0,23394,9195.7,0.53,28.19,3706,20494,5533,34357,"22,98","35,11"
Probolinggo,Juli,2023,31011,17405.7,0,0.0,0.0,0.0,23394,10696.8,0.34,27.31,3706,20457,4249,27064,"32,64","52,17"
Probolinggo,Agustus,2023,31011,19046.3,0,0.0,0.0,0.0,23394,12045.2,0.05,27.36,3706,20420,3779,23994,"40,52","64,77"
Probolinggo,September,2023,31011,21338.2,0,0.0,0.0,0.0,23394,13855.8,0.09,28.02,5886,32373,4330,26805,"57,89","92,53"
Probolinggo,Oktober,2023,31011,23266.3,0,0.0,0.0,0.0,23394,15603.7,0.47,29.47,5886,32314,3418,21565,"37,50","59,93"
Probolinggo,November,2023,31011,25387.0,0,0.0,0.0,0.0,23394,17442.6,02.03,29.94,4796,26282,2984,18622,"12,41","18,96"
Probolinggo,Desember,2023,31011,27504.7,0,0.0,0.0,0.0,23394,19270.8,4.25,29.41,4796,26234,3004,19015,"1,21","1,81"
Probolinggo,Januari,2024,18452,1770.1,0,0.0,0.0,0.0,13882,1004.4,7.4,27.81,4867,27206,3594,22462,"1,72","2,60"
Probolinggo,Februari,2024,18452,3625.0,0,0.0,0.0,0.0,13882,2127.7,11.09,27.42,4867,27157,6221,39689,"1,81","2,73"
Probolinggo,Maret,2024,18452,4481.0,0,0.0,0.0,0.0,13882,2754.4,9.36,27.52,5974,33334,4917,30730,"2,72","4,18"
Probolinggo,April,2024,31532,5751.0,0,0.0,0.0,0.0,29674,3682.4,6.26,28.31,5974,33215,3320,21215,"4,44","6,83"
Probolinggo,Mei,2024,31532,8235.2,0,0.0,0.0,0.0,29674,5587.3,0.38,29.12,3761,20873,3858,24190,"9,31","14,33"
Probolinggo,Juni,2024,31532,10691.2,0,0.0,0.0,0.0,29674,7823.8,1.35,28.83,3761,20835,5287,32834,"16,31","25,09"
Probolinggo,Juli,2024,31532,12827.9,0,0.0,0.0,0.0,29674,9766.5,0.33,27.85,3761,20835,4060,25863,"23,54","37,86"
Probolinggo,Agustus,2024,31532,15295.5,0,0.0,0.0,0.0,29674,11960.0,0.46,27.72,3761,20760,3498,22245,"29,51","47,45"
Probolinggo,September,2024,31532,17426.5,0,0.0,0.0,0.0,29674,14061.5,1.26,28.72,5974,32916,4034,25695,"41,94","67,45"
Probolinggo,Oktober,2024,30782,19528.6,0,0.0,0.0,0.0,27674,16218.1,0.61,29.6,5974,32857,3358,21223,"26,79","43,09"
Probolinggo,November,2024,30782,21802.6,0,0.0,0.0,0.0,27674,18409.9,07.08,28.58,4867,26768,2842,17734,"8,77","13,49"
Probolinggo,Desember,2024,30782,24789.5,0,0.0,0.0,0.0,27674,20980.4,13.41,26.83,4867,26671,2857,18112,"0,85","1,29"
Probolinggo,Januari,2025,30061,3065.7,4296,0.0,0.0,0.0,28375,2564.6,11.3,26.47,4939,27707,3947,24711,"1,20","1,78"
Probolinggo,Februari,2025,30061,5129.8,0,0.0,0.0,0.0,0,4455.5,7.21,26.66,4939,27658,6614,42264,"1,26","1,86"
Probolinggo,Maret,2025,30061,6571.1,0,0.0,0.0,0.0,28375,5793.3,9.16,26.92,6062,33886,5142,32188,"1,86","2,81"
Probolinggo,April,2025,30061,8473.5,4296,118.51,0.0,0.0,28445,7688.4,4.31,27.66,6062,33825,3479,22233,"3,01","4,54"
Probolinggo,Mei,2025,30061,11411.0,4296,256.04,0.0,0.0,28445,10435.1,6.21,27.51,3817,21260,4154,26044,"6,33","9,55"
Probolinggo,Juni,2025,30061,13752.5,4296,363.09,0.0,0.0,28445,12702.7,2.99,27.65,3817,21222,5483,35090,"11,25","16,97"
Probolinggo,Juli,2025,30061,16023.9,4296,405.15,0.0,0.0,29252,14895.2,0.45,27.12,3817,21184,4339,27638,"16,43","25,93"
Probolinggo,Agustus,2025,30061,17722.0,4296,447.99,0.0,0.0,29252,16685.1,0.82,27.27,3817,21146,3848,24476,"20,54","32,42"
Probolinggo,September,2025,30061,19977.4,4296,590.65,168.0,0.0,29552,19411.3,0.88,28.07,6062,33522,4316,27538,"28,82","45,48"
Probolinggo,Oktober,2025,30061,22310.0,4296,732.73,168.0,0.35,29552,22287.5,04.08,28.28,6062,33462,3480,21995,"18,18","28,70"
Probolinggo,November,2025,31061,25810.57,4296,934.75,63.0,11.96,28352,26375.47,8.22,27.16,4939,27213,3021,18882,"5,95","8,97"
Probolinggo,Desember,2025,31061,28800.35,4296,1112.0,60.46,21.17,29797,29456.54,6.62,27.38,4939,27164,3042,19287,"0,59","0,87"
Sampang,Januari,2023,31239,4361.3,0,0.0,0.0,0.0,23989,1238.1,6.79,26.9,7568,40413,1845,11090,"26,23","45,02"
Sampang,Februari,2023,31239,7723.9,0,0.0,0.0,0.0,23989,3569.2,9.31,26.58,7568,40337,3279,19575,"27,41","47,05"
Sampang,Maret,2023,31239,10109.7,0,0.0,0.0,0.0,23989,5310.9,7.38,26.66,9288,49412,2626,15939,"41,96","73,28"
Sampang,April,2023,31239,11767.3,0,0.0,0.0,0.0,23989,6669.8,7.1,27.13,9288,49319,1719,10363,"70,02","122,29"
Sampang,Mei,2023,31239,13200.4,0,0.0,0.0,0.0,23989,7899.2,1.54,27.93,5848,30994,2018,12146,"148,44","259,25"
Sampang,Juni,2023,31239,13908.3,0,0.0,0.0,0.0,23989,8655.5,0.27,28.4,5848,30935,2693,15917,"257,35","449,46"
Sampang,Juli,2023,31239,14465.8,0,0.0,0.0,0.0,23989,9332.2,0.37,27.95,5848,30877,2197,13314,"364,56","662,21"
Sampang,Agustus,2023,31239,15260.0,0,0.0,0.0,0.0,23989,10180.3,0.08,27.95,5848,30818,1963,11663,"450,06","817,54"
Sampang,September,2023,31239,16887.5,0,0.0,0.0,0.0,23989,11388.5,0.04,28.43,9288,48854,2178,13092,"643,77","1169,41"
Sampang,Oktober,2023,31239,19998.0,0,0.0,0.0,0.0,23989,13854.6,0.04,29.88,9288,48762,1780,10483,"419,73","762,44"
Sampang,November,2023,31239,24696.0,0,0.0,0.0,0.0,23989,17221.6,1.91,30.07,7568,39656,1545,9288,"139,14","243,00"
Sampang,Desember,2023,31239,28674.0,0,0.0,0.0,0.0,23989,20580.9,4.85,28.85,7568,39580,1509,8934,"13,53","23,23"
Sampang,Januari,2024,20356,6.2,0,0.0,0.0,0.0,15291,6.0,9.47,27.45,7681,41093,1802,10849,"19,97","34,48"
Sampang,Februari,2024,20356,1756.4,0,0.0,0.0,0.0,15291,1066.8,13.33,27.18,7681,41016,3102,18521,"20,99","36,24"
Sampang,Maret,2024,20356,3652.5,0,0.0,0.0,0.0,15291,2454.7,8.26,27.59,9427,50245,2441,14843,"31,86","55,96"
Sampang,April,2024,34770,5775.1,0,0.0,0.0,0.0,32678,3950.5,07.02,27.94,9427,50151,1697,10248,"52,42","92,07"
Sampang,Mei,2024,34770,8192.9,0,0.0,0.0,0.0,32678,6027.6,0.32,29.3,5935,31514,1927,11618,"110,22","193,60"
Sampang,Juni,2024,34770,10149.9,0,0.0,0.0,0.0,32678,7714.5,1.11,28.73,5935,31455,2635,16050,"192,24","337,67"
Sampang,Juli,2024,34770,11169.6,0,0.0,0.0,0.0,32678,8710.1,0.3,28.27,5935,31396,2083,12643,"276,64","505,28"
Sampang,Agustus,2024,34770,12121.8,0,0.0,0.0,0.0,32678,9388.8,0.09,28.46,5935,31336,1808,10741,"344,81","629,79"
Sampang,September,2024,34770,14632.2,0,0.0,0.0,0.0,32678,11091.2,1.31,29.39,9427,49680,2071,12468,"490,72","896,30"
Sampang,Oktober,2024,34770,19623.6,0,0.0,0.0,0.0,32678,14204.4,0.41,30.25,9427,49586,1737,10251,"315,52","576,29"
Sampang,November,2024,34770,23479.6,0,0.0,0.0,0.0,32678,16157.2,8.6,28.14,7681,40325,1462,8789,"103,45","181,70"
Sampang,Desember,2024,34770,26354.2,0,0.0,0.0,0.0,32678,17232.5,11.67,27.12,7681,40248,1428,8452,"10,08","17,40"
Sampang,Januari,2025,22956,231.1,3339,3.0,0.0,0.0,20108,111.0,15.0,26.57,7795,41859,1949,11730,"13,77","23,36"
Sampang,Februari,2025,22956,887.5,0,0.0,0.0,0.0,20108,441.0,9.98,27.01,7795,41781,3441,20576,"14,38","24,40"
Sampang,Maret,2025,22956,2100.1,0,0.0,0.0,0.0,20108,868.2,10.33,27.17,9566,51178,2668,16223,"21,52","37,16"
Sampang,April,2025,22956,3186.4,3339,90.02,0.0,0.0,20108,1477.8,4.2,27.62,9566,51082,1747,10552,"35,06","60,52"
Sampang,Mei,2025,22956,3957.7,3339,106.95,0.0,0.0,20108,1931.5,8.69,27.5,6023,32102,2038,12292,"73,94","127,65"
Sampang,Juni,2025,22956,4359.3,3339,121.76,0.0,0.0,20108,2156.9,1.81,28.1,6023,32042,2768,16855,"130,83","225,88"
Sampang,Juli,2025,22956,4914.4,3339,142.01,0.0,0.0,20108,2483.4,0.88,27.97,6023,31982,2187,13277,"190,45","342,14"
